"go_description","NES","pval","padj"
"establishment of mitotic spindle localization",-1.94617419798867,0.000388663811676911,0.00298981447678171
"regulation of cardiac muscle cell action potential",1.92648274454792,0.000397247073322332,0.00304638080687125
"nucleolar large rRNA transcription by RNA polymerase I",-2.01183996493577,0.000405917579017709,0.00310326494823106
"skeletal muscle contraction",1.90327480207909,0.000417089812149311,0.00317804619556146
"polysaccharide metabolic process",1.80432418130914,0.000418265264333078,0.00317804619556146
"regulation of macroautophagy",1.58946310660739,0.000471628864311495,0.00357255258990695
"fat cell differentiation",1.57171407061357,0.000476077926722983,0.00359525922101472
"sodium ion transmembrane transport",1.6294410011236,0.000481565939248366,0.00362564994382433
"regulation of cell division",-1.66265248365299,0.000483680048128134,0.00363053175519208
"rRNA methylation",-2.06099878296057,0.000515015246306105,0.00385405669214569
"response to ischemia",1.87118197535996,0.000518468427047632,0.00386821172830417
"muscle cell apoptotic process",1.74201745540481,0.000534566622799557,0.00397634091493845
"regulation of AMPA receptor activity",-2.05654821138253,0.000552470457556064,0.00408503336277534
"regulation of actin filament organization",1.5757424117604,0.000552477261416931,0.00408503336277534
"regulation of microtubule cytoskeleton organization",-1.66578344587998,0.000565852406524369,0.0041590991423171
"small molecule catabolic process",1.52809695751744,0.00056420228568399,0.0041590991423171
"establishment of spindle orientation",-1.90811512188775,0.000576342042637364,0.00422366638938683
"regulation of transcription by RNA polymerase I",-1.86138102936406,0.000598538015828223,0.00437338839293955
"RNA surveillance",-1.90693396511465,0.000612033830287432,0.00445884646359402
"mitochondrial electron transport, NADH to ubiquinone",1.84883257676926,0.000633748053537398,0.00460350125692708
"DNA-templated transcription termination",-1.866688134329,0.000637745422083376,0.0046189924283641
"nucleoside monophosphate biosynthetic process",-1.89981207213081,0.000677372620572298,0.00489169673806875
"lysosomal transport",1.65197543372614,0.000687559634056475,0.00495082910917991
"memory",1.67997888356723,0.000705102995488442,0.00506243512992716
"protein N-linked glycosylation",-1.75903899465267,0.000707443296467243,0.00506455793453572
"G0 to G1 transition",-1.89026407339028,0.000715355055615738,0.0051064394027671
"regulation of fatty acid oxidation",1.92945776878311,0.00073042373049841,0.00519902178288667
"regulation of blood pressure",1.65008246257435,0.000733980589585702,0.00520936939943778
"protein localization to nucleus",-1.47889693101518,0.000758921949556415,0.00537099905443212
"DNA-templated transcription elongation",-1.65427430723039,0.000761929785133331,0.00537692329850502
"nuclear envelope organization",-1.77635303115576,0.000774246270848026,0.00544831821843909
"post-Golgi vesicle-mediated transport",1.66655121758259,0.000795866214156224,0.00558459097015571
"GO:0086019",1.86963677447471,0.000803382781875837,0.0056214100302442
"mitochondrial respiratory chain complex assembly",1.65836504604138,0.000834602495676523,0.00582340952617112
"foam cell differentiation",1.88651180270797,0.000840571080061568,0.00584858023964186
"ribose phosphate metabolic process",1.49740315825271,0.000864404496820162,0.00599756285328723
"Golgi organization",1.63566136506097,0.000872465812312158,0.00603658608127714
"negative regulation of synaptic transmission",1.79827980565948,0.000882803836854908,0.00609110056793763
"homologous chromosome pairing at meiosis",-1.9234911111251,0.000886350577334987,0.00609858438905212
"cytokinetic process",-1.75959571665271,0.000892515596179808,0.00611564334683472
"organic acid catabolic process",1.58467540689476,0.00089623679245095,0.00611564334683472
"receptor-mediated endocytosis",1.54185897954176,0.000895713636075065,0.00611564334683472
"response to transforming growth factor beta",1.53888463881681,0.000909303381404369,0.00618775954873248
"positive regulation of transcription by RNA polymerase I",-1.94327070342479,0.000919009158766819,0.00623667311305592
"regulation of calcineurin-mediated signaling",1.8576624522939,0.000939932412912747,0.00634390350622582
"sodium ion homeostasis",1.82722485627978,0.000938176837374482,0.00634390350622582
"electron transport chain",1.68101388608169,0.000967811258514741,0.00651431654168754
"SMAD protein signal transduction",1.73045216826942,0.000979336907246423,0.00657403121747802
"transcription elongation by RNA polymerase II",-1.62098359303561,0.000995655265973962,0.00666550836166893
"transforming growth factor beta receptor signaling pathway",1.5718032336983,0.00101319383037842,0.00676463913166401
"deoxyribonucleotide metabolic process",-1.85926956918854,0.00106945897979664,0.00712110186278571
"tRNA processing",-1.58356639886462,0.00109515063990853,0.00727262234598776
"regulation of potassium ion transmembrane transport",1.82316803453191,0.00110595624925507,0.00732474232461181
"smooth muscle cell proliferation",1.66777593597809,0.00112096649537127,0.00738466491764534
"microtubule polymerization or depolymerization",-1.63947116988139,0.00111856653210994,0.00738466491764534
"positive regulation of DNA replication",-1.86353270441951,0.00112798637591219,0.00741119961043634
"positive regulation of mRNA metabolic process",-1.60204076381059,0.00114235312734321,0.00748573729214054
"cognition",1.49206996757102,0.00114821184896515,0.00750427638492525
"positive regulation of calcium ion transport",1.68866934423893,0.00116953523433883,0.00762352309330866
"cardiac atrium development",1.85791957815095,0.00125337485255733,0.00814858139051054
"glucose metabolic process",1.57217379593767,0.00126628062711237,0.00821093485172077
"somatic diversification of immune receptors",-1.75873870836244,0.00134717397527917,0.00871266302027808
"regulation of neurotransmitter receptor activity",-1.90427409745643,0.0013818141915427,0.00891342123034186
"wound healing",1.45493923233104,0.00139849049409652,0.00899756091916127
"detection of mechanical stimulus",1.80656483636459,0.00140407417274466,0.00901008219142106
"DNA-templated transcription initiation",-1.49210974261663,0.00141101700897317,0.00903123806518488
"positive regulation of G1/S transition of mitotic cell cycle",-1.81040444938843,0.00163645420227765,0.0104471573686643
"endocytic recycling",1.62594506299437,0.00164425587255907,0.010469978910871
"DNA damage tolerance",-1.8223972912293,0.0016615177029282,0.010497238433101
"vascular endothelial growth factor receptor signaling pathway",1.6764011194886,0.001665488374731,0.010497238433101
"regulation of muscle cell differentiation",1.60969109636954,0.00165753344852169,0.010497238433101
"nucleoside triphosphate metabolic process",1.51017792348149,0.00165992671540217,0.010497238433101
"connective tissue development",1.48887468127446,0.00168607003345989,0.0105999885098481
"regulation of neurotransmitter transport",1.6649222454891,0.00169609979459104,0.0106360485853215
"pyruvate metabolic process",1.64212969220475,0.00170939036755579,0.0106923230819083
"positive regulation of autophagy",1.5815275637299,0.00171669945322537,0.0107109938177311
"response to UV",-1.56020274049834,0.00176193689350785,0.0109656223246707
"regulation of nucleotide-excision repair",-1.88958560516789,0.00178908848084977,0.0110789304176622
"vasodilation",1.75997420398282,0.00178885002402109,0.0110789304176622
"autophagosome organization",1.5722864243441,0.00180109684600579,0.0111254785225844
"cellular response to angiotensin",1.80646994642999,0.00181326127392858,0.0111727566555251
"protein localization to chromatin",-1.78371125571421,0.0018235144538106,0.0112080528587813
"endosome to lysosome transport",1.71469472928805,0.00183340338323216,0.0112131856302866
"muscle cell proliferation",1.57680041006363,0.00183192685312291,0.0112131856302866
"response to type I interferon",-1.61828283243213,0.00184109049673889,0.01123246591237
"regulation of calcium-mediated signaling",1.68627785481325,0.00201041997313739,0.0122354060773005
"positive regulation of stem cell population maintenance",-1.77781787552486,0.00203647606128817,0.0123636058916931
"mRNA 3'-end processing",-1.74750751587821,0.00205610474621625,0.0124522529495786
"ribonucleoside monophosphate biosynthetic process",-1.85473522888783,0.00220341535815175,0.0133118532735168
"regulation of neurotransmitter secretion",1.64504994454028,0.00222069714694993,0.0133836175985279
"DNA synthesis involved in DNA replication",-1.89374431815344,0.00237239947807992,0.0142631881242815
"negative regulation of telomere maintenance via telomere lengthening",-1.89239547509964,0.00242208278748692,0.0144915436343119
"regulation of muscle hypertrophy",1.65127517534131,0.0024196302233865,0.0144915436343119
"negative regulation of transport",1.44327145435728,0.00248895011252744,0.0148557335632059
"response to radiation",-1.37763831719413,0.00251706038253612,0.0149874004027451
"potassium ion import across plasma membrane",1.73912452935232,0.00253796603763758,0.015075639988557
"receptor internalization",1.5839218134164,0.00256408052059949,0.0151943240419257
"regulation of cAMP/PKA signal transduction",1.75621431456601,0.00261241375097803,0.0154437920314381
"regulation of systemic arterial blood pressure mediated by a chemical signal",1.80205459230333,0.00263875169256182,0.0155623522439896
"integrin-mediated signaling pathway",1.5542456285148,0.00264922865625655,0.0155870294098515
"membrane repolarization during action potential",1.79254912665431,0.00265661599821465,0.0155934545677196
"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",-1.67932177101123,0.00266383716524697,0.0155988762607961
"regulation of sodium ion transport",1.64022089428565,0.0027006552562328,0.0157771770511524
"vesicle organization",1.42180851513763,0.00271867611003273,0.0158450840577672
"regulation of double-strand break repair via nonhomologous end joining",-1.82994404422732,0.00277241764754028,0.0161203720961439
"cellular response to nutrient levels",1.48537369896788,0.00280816231428145,0.0162899720198481
"positive regulation of B cell mediated immunity",-1.81888415212049,0.00289378455653431,0.0167474400619988
"regulation of sodium ion transmembrane transport",1.79136500532502,0.00290667563594298,0.0167601072052891
"muscle cell migration",1.63420344832631,0.0029095058935302,0.0167601072052891
"regulation of endocytosis",1.46655864647185,0.00294137423849875,0.0169043712036227
"nucleoside diphosphate catabolic process",1.57835374453183,0.00301162243499783,0.0172281495877359
"neuromuscular process",1.52233215239923,0.00300575321725292,0.0172281495877359
"mitotic G2 DNA damage checkpoint signaling",-1.83811692997066,0.00305605284942408,0.0174390879948095
"cellular response to toxic substance",1.53812530963483,0.00306257701967789,0.0174390879948095
"response to insulin",1.44991222593387,0.00312315766265903,0.0177432603908404
"ketone metabolic process",1.51119865046677,0.00313790871974696,0.0177862697913346
"maintenance of cell number",-1.49206021557251,0.00315307153963907,0.0178314114239406
"negative regulation of miRNA metabolic process",1.77040407584973,0.00318387390268221,0.0179645914736762
"response to chemokine",1.71347555309872,0.00322390761303722,0.0181079799489642
"ribonucleotide catabolic process",1.53674280134441,0.00322007981551775,0.0181079799489642
"animal organ regeneration",-1.7542260265754,0.00326705832005643,0.0183088313547054
"oocyte maturation",-1.80227624943835,0.00328285621804319,0.0183558348805711
"establishment of protein localization to plasma membrane",1.65154190345261,0.00331067718996529,0.0184697013503244
"in utero embryonic development",-1.36247957507919,0.00340446381542078,0.018950240159095
"positive regulation of small molecule metabolic process",1.52381854616775,0.00343937435492388,0.019101637392705
"regulation of carbohydrate biosynthetic process",1.57419420854585,0.00350424058783581,0.0194183533245398
"positive regulation of carbohydrate metabolic process",1.65567184243676,0.00353769266286224,0.0195599659060486
"membrane depolarization",1.6162417904624,0.00359408669614883,0.0198275116845449
"regulation of body fluid levels",1.42885147199773,0.00371073680249694,0.0204255445772998
"response to angiotensin",1.74672244213604,0.0038054706931892,0.0209005563348773
"regulation of myotube differentiation",1.75489494113902,0.00384891671288904,0.0210924041987304
"cellular response to vascular endothelial growth factor stimulus",1.62439390714104,0.00394202230776119,0.0214967552753572
"regulation of ossification",1.54478252634146,0.00394873784831956,0.0214967552753572
"cellular response to metal ion",1.53932477517738,0.00393550103829055,0.0214967552753572
"cellular response to radiation",-1.47276188218065,0.00402545133483137,0.0218184747404318
"hemostasis",1.46999089501794,0.00402456520780839,0.0218184747404318
"regulation of DNA-templated transcription elongation",-1.5346420975152,0.00421118622989202,0.0227753456145034
"heart trabecula morphogenesis",1.75602556967363,0.00428700813628148,0.0230846068555853
"peroxisome organization",1.75452227575538,0.00428700813628148,0.0230846068555853
"regulation of cyclin-dependent protein serine/threonine kinase activity",-1.77957680474322,0.00438155682772172,0.0234918113953652
"organ growth",1.48552175800657,0.00438159744233296,0.0234918113953652
"regulation of nucleocytoplasmic transport",-1.57086850658027,0.00439132258650754,0.023493101612914
"response to organophosphorus",1.56460943022393,0.00446768519113367,0.0238501211604269
"nucleoside triphosphate biosynthetic process",1.54095469738008,0.00449325955405294,0.0239350621836326
"regulation of systemic arterial blood pressure",1.63121031019116,0.00462876447754148,0.0246039691220392
"face development",1.68770946759372,0.00485924694659037,0.0256638692680263
"microtubule depolymerization",-1.68009250560081,0.0048530233081457,0.0256638692680263
"cardiac ventricle development",1.54414494646632,0.00485660923283044,0.0256638692680263
"regulation of reproductive process",-1.52830874300049,0.00490082678213927,0.025783751706266
"negative regulation of protein-containing complex assembly",1.5067779571984,0.0049027642525843,0.025783751706266
"positive regulation of calcium ion transmembrane transport",1.69032911955025,0.00499612714226898,0.0262190824817802
